
="",="(1)",="(2)",="(3)",="(4)",="(5)",="(6)",="(7)",="(8)"
="",="lg_total_d_cov_isp",="lg_total_d_cov_isp",="lg_total_d_cov_isp",="lg_total_d_cov_isp",="lg_total_d_cov_isp",="lg_total_d_cov_isp",="lg_total_d_cov_isp",="lg_total_d_cov_isp"

="SP_b_F16x",="0.0055",="0.00047",="0.0014",="0.011",="0.0093",="-0.0025",="0.0024",="0.011"
="",="(0.011)",="(0.012)",="(0.013)",="(0.012)",="(0.010)",="(0.012)",="(0.013)",="(0.012)"

="SP_b_F12x",="-0.0033",="-0.0041",="-0.0037",="-0.00029",="-0.0018",="-0.0071",="-0.0034",="-0.00037"
="",="(0.0068)",="(0.0082)",="(0.0085)",="(0.0082)",="(0.0064)",="(0.0079)",="(0.0084)",="(0.0081)"

="SP_b_F8x",="-0.0014",="-0.0014",="-0.0012",="0.00052",="-0.00064",="-0.0031",="-0.00092",="0.00059"
="",="(0.0047)",="(0.0053)",="(0.0053)",="(0.0052)",="(0.0044)",="(0.0050)",="(0.0053)",="(0.0052)"

="SP_bx",="-0.010**",="-0.011*",="-0.012**",="-0.013**",="-0.0090*",="-0.0069",="-0.012**",="-0.013**"
="",="(0.0049)",="(0.0055)",="(0.0057)",="(0.0058)",="(0.0046)",="(0.0054)",="(0.0057)",="(0.0058)"

="SP_b_L4x",="-0.0010",="-0.0014",="-0.0027",="-0.0042",="-0.0014",="0.0023",="-0.0031",="-0.0044"
="",="(0.0065)",="(0.0082)",="(0.0086)",="(0.0086)",="(0.0062)",="(0.0078)",="(0.0085)",="(0.0085)"

="SP_b_L8x",="-0.014*",="-0.015",="-0.016",="-0.017",="-0.015**",="-0.0097",="-0.016",="-0.017"
="",="(0.0082)",="(0.011)",="(0.011)",="(0.011)",="(0.0077)",="(0.010)",="(0.011)",="(0.011)"

="SP_b_L12x",="-0.013",="-0.013",="-0.016",="-0.017",="-0.014",="-0.0070",="-0.016",="-0.017"
="",="(0.010)",="(0.014)",="(0.015)",="(0.015)",="(0.0097)",="(0.013)",="(0.015)",="(0.014)"

="SP_b_L16",="-0.038***",="-0.039**",="-0.041**",="-0.039*",="-0.038***",="-0.032*",="-0.042**",="-0.039**"
="",="(0.013)",="(0.018)",="(0.019)",="(0.020)",="(0.013)",="(0.017)",="(0.019)",="(0.020)"

="N",="80857",="80857",="73944",="73944",="93726",="93726",="79612",="79612"
="R-sq",="0.308",="0.343",="0.351",="0.353",="0.302",="0.337",="0.342",="0.343"
="DepVarMean",="2.50",="2.50",="2.63",="2.63",="2.36",="2.36",="2.55",="2.55"
="num_mun",="1914",="1914",="1699",="1699",="2427",="2427",="2201",="2201"

="Standard errors in parentheses"
="* p<0.1, ** p<0.05, *** p<0.01"
